Manufacturer,Model,City,Fueltype,kms,color,pwr_steering,man_year,price
Mercedes Benz, E Class E250 CDI Classic ,Thane,Diesel,"52,000 KM",Brown,Yes,2011,"17,99,000"
Ford, Figo Duratec Petrol LXI 1.2 ,Thane,Petrol,"46,000 KM",White,Yes,2013,"2,49,000"
Hyundai, Grand i10 1.2 Kappa VTVT 4AT Magna ,Thane,Petrol,"18,420 KM",White,Yes,2017,"5,35,000"
Mercedes Benz, GLA Class GLA200CDI Sport ,Thane,Diesel,"26,000 KM",Red,Yes,2015,"25,50,000"
Mercedes Benz, C Class 220 CDI Avantgarde ,Thane,Diesel,"20,000 KM",Grey,Yes,2017,"38,00,000"
Mercedes Benz, C Class C 250 d ,Thane,Diesel,"15,000 KM",Silver,Yes,2017,"40,00,000"
Mercedes Benz, A Class A 200 CDI ,Thane,Diesel,"21,000 KM",White,Yes,2014,"18,50,000"
BMW, 7 Series 730Ld Sedan ,Thane,Petrol,"85,000 KM",Black,Yes,2010,"26,95,000"
Hyundai, i20 Magna 1.2 ,Mumbai,Petrol,"37,024 KM",Grey,Yes,2013,"3,95,000"
Volkswagen, Vento Trendline Diesel ,Mumbai,Diesel,"38,000 KM",White,Yes,2012,"4,60,000"
Nissan, Sunny XV ,Mumbai,Petrol,"61,000 KM",White,Yes,2011,"3,50,000"
Mahindra, XUV500 W8 FWD ,Thane,Diesel,"41,720 KM",Black,Yes,2012,"7,45,000"
Volkswagen, Vento 1.6L MT Highline Petrol ,Mumbai,Petrol,"39,655 KM",Grey,Yes,2013,"5,25,000"
Chevrolet, Beat LT Petrol ,Thane,Petrol,"38,163 KM",Black,Yes,2012,"2,25,000"
Mercedes Benz, C Class 220 CDI Avantgarde ,Mumbai,Diesel,"22,000 KM",White,Yes,2017,"36,00,000"
Honda, Amaze VX(O) MT Petrol ,Mumbai,Petrol,"17,000 KM",Bronze,Yes,2015,"4,90,000"
Volkswagen, Polo Comfortline 1.2L (P) ,Mumbai,Petrol,"36,000 KM",Grey,Yes,2013,"3,85,000"
Ford, EcoSport 1.5 Ti-VCT Titanium (MT) Petrol ,Mumbai,Petrol,"47,000 KM",Silver,Yes,2015,"6,75,000"
Hyundai, Santro Xing XO eRLX Euro II ,Thane,Petrol,"40,652 KM",Black,Yes,2006,"1,50,000"
BMW, 3 Series 320d Sedan ,Thane,Diesel,"58,000 KM",Black,Yes,2011,"11,99,000"
Mahindra, KUV100 K4 Plus G 6 STR ,Mumbai,Petrol,"21,000 KM",Blue,Yes,2016,"4,75,000"
Hyundai, Xcent 1.2L Kappa Dual VTVT 4-Speed Automatic S (O) ,Thane,Petrol,"7,656 KM",Red,Yes,2016,"5,75,000"
Renault, Scala RxZ X-tronic CVT ,Mumbai,Petrol,"31,000 KM",Silver,Yes,2013,"4,40,000"
Skoda, Rapid Ambition 1.6 MPI AT Plus ,Mumbai,Petrol,"27,000 KM",Beige,Yes,2014,"5,35,000"
Hyundai, Eon Era + ,Thane,Petrol,"27,599 KM",White,Yes,2013,"2,65,000"
Mercedes Benz, M Class ML 250 ,Mumbai,Diesel,"91,000 KM",White,No,2012,"30,00,000"
Mercedes Benz, C Class 230 Avantgarde ,Mumbai,Petrol,"61,000 KM",Silver,Yes,2007,"10,00,000"
Maruti Suzuki, Wagon R 1.0 MC LXI ,Mumbai,Petrol,"28,819 KM",White,Yes,2013,"3,40,000"
Mercedes Benz, B Class B180 Sport ,Mumbai,Petrol,"42,870 KM",White,Yes,2012,"12,90,000"
Toyota, Fortuner 3.0 MT ,Thane,Diesel,"1,28,113 KM",Grey,Yes,2010,"9,95,000"
Mahindra, KUV100 K8 G 6 STR ,Mumbai,Petrol,"22,000 KM",White,Yes,2016,"4,65,000"
Maruti Suzuki, Swift Dzire VXi ,Mumbai,Petrol,"35,000 KM",Blue,Yes,2013,"4,45,000"
Maruti Suzuki, Wagon R 1.0 MC VXI ,Thane,Petrol,"42,302 KM",White,Yes,2011,"2,70,000"
Datsun, GO Plus T ,Thane,Petrol,"30,460 KM",Silver,Yes,2015,"2,95,000"
Maruti Suzuki, Swift ZXi ,Thane,Petrol,"36,217 KM",Silver,Yes,2013,"4,15,000"
Honda, Brio V MT ,Mumbai,Petrol,"37,000 KM",Blue,Yes,2012,"3,20,000"
BMW, 5 Series 520d Sedan ,Thane,Diesel,"36,484 KM",White,Yes,2013,"21,51,000"
Honda, Amaze EX MT Diesel ,Mumbai,Diesel,"34,000 KM",Blue,Yes,2013,"4,45,000"
Volkswagen, Polo GT TDI ,Mumbai,Diesel,"42,370 KM",Orange,Yes,2015,"5,79,000"
Ford, EcoSport 1.5 Ti-VCT Trend (MT) ,Mumbai,Petrol,"38,000 KM",Grey,Yes,2013,"4,95,000"
Hyundai, Verna 1.6 CRDI EX ,Mumbai,Diesel,"20,000 KM",Grey,Yes,2014,"6,75,000"
Renault, Duster RxL Diesel 85PS ,Mumbai,Diesel,"25,600 KM",Maroon,Yes,2014,"6,95,000"
Jeep, Compass Limited 1.4 Petrol AT ,Mumbai,Petrol,"6,500 KM",Silver,Yes,2018,"20,90,000"
Nissan, Micra XL Petrol Active ,Mumbai,Petrol,"13,000 KM",Red,Yes,2014,"2,95,000"
Maruti Suzuki, Swift Dzire VDi ,Mumbai,Diesel,"40,000 KM",Black,Yes,2014,"4,95,000"
Maruti Suzuki, Swift VDi ,Mumbai,Diesel,"29,000 KM",Red,Yes,2013,"4,50,000"
Honda, Accord 2008 2.4 Elegance AT ,Mumbai,Petrol,"53,000 KM",Silver,Yes,2010,"5,40,000"
Hyundai, Eon D-Lite + ,Mumbai,Petrol,"4,697 KM",Silver,Yes,2015,"3,15,000"
Hyundai, Grand i10 4 Speed Automatic Asta ,Mumbai,Petrol,"21,313 KM",Red,Yes,2015,"5,20,000"
Maruti Suzuki, Omni 5 STR BS IV ,Mumbai,Petrol,"12,130 KM",White,No,2009,"1,25,000"
Volkswagen, Polo Trendline 1.2L (D) ,Mumbai,Diesel,"57,200 KM",White,Yes,2011,"3,45,000"
Toyota, Innova 2.5 G (Diesel) 8 STR Euro3 ,Mumbai,Diesel,"1,27,070 KM",Red,Yes,2010,"6,15,000"
Maruti Suzuki, Wagon R 1.0 MC LXI CNG ,Mumbai,Petrol+Cng,"97,600 KM",White,Yes,2015,"3,75,000"
Hyundai, i20 Magna 1.2 ,Mumbai,Petrol+Cng,"52,100 KM",Red,Yes,2009,"2,75,000"
Mercedes Benz, C Class 250 CDI Avantgarde ,Mumbai,Diesel,"65,900 KM",Grey,Yes,2010,"11,75,000"
Maruti Suzuki, A Star Vxi ,Mumbai,Petrol,"53,400 KM",Brown,Yes,2012,"2,45,000"
Hyundai, i10 Magna ,Mumbai,Petrol,"62,900 KM",Gold,Yes,2008,"1,85,000"
Maruti Suzuki, Swift LXi 1.2 BS IV ,Mumbai,Petrol,"44,800 KM",White,Yes,2010,"2,65,000"
Honda, City 1.5 V MT ,Mumbai,Petrol,"87,520 KM",Maroon,Yes,2009,"3,10,000"
Mahindra, XUV500 W8 FWD ,Mumbai,Diesel,"62,080 KM",Black,Yes,2013,"7,90,000"
Maruti Suzuki, Wagon R 1.0 MC VXI ,Mumbai,Petrol,"47,810 KM",Grey,Yes,2010,"2,45,000"
Volkswagen, Polo Comfortline 1.2L (D) ,Thane,Diesel,"62,200 KM",Silver,Yes,2014,"3,99,000"
Toyota, Innova 2.5 VX 8 STR BS IV ,Thane,Diesel,"48,226 KM",Grey,Yes,2013,"11,49,000"
Jaguar, F Pace Prestige ,Mumbai,Diesel,"8,000 KM",White,Yes,2017,"65,00,000"
Mahindra, XUV500 W8 FWD ,Mumbai,Diesel,"71,500 KM",Purple,Yes,2013,"7,95,000"
Mercedes Benz, E Class E350 ,Mumbai,Petrol,"49,000 KM",Grey,Yes,2009,"13,75,000"
Toyota, Innova 2.5 V 7 STR ,Mumbai,Diesel,"59,000 KM",Red,Yes,2005,"5,95,000"
Toyota, Innova 2.5 GX (Diesel) 7 STR Euro4 ,Mumbai,Diesel,"40,288 KM",White,Yes,2016,"14,75,000"
Hyundai, Grand i10 Asta 1.2 Kappa VTVT ,Mumbai,Petrol,"39,857 KM",Silver,Yes,2013,"3,95,000"
Volkswagen, Polo Highline1.2L (D) ,Thane,Diesel,"77,000 KM",Silver,Yes,2013,"4,00,000"
Hyundai, Santa Fe 4 WD (AT) ,Thane,Diesel,"78,800 KM",White,Yes,2012,"10,90,000"
Toyota, Corolla Altis 1.8 J ,Mumbai,Petrol,"51,499 KM",Gold,Yes,2013,"5,95,000"
Maruti Suzuki, Baleno Delta Petrol ,Mumbai,Petrol,"28,104 KM",Blue,Yes,2016,"5,60,000"
Honda, City 1.5 S MT ,Thane,Petrol,"49,328 KM",Brown,Yes,2012,"4,70,000"
Ford, EcoSport 1.5 Ti-VCT Titanium (AT) Petrol ,Mumbai,Petrol,"37,000 KM",Silver,Yes,2014,"6,45,000"
Skoda, Laura Ambition 2.0 TDI CR AT ,Mumbai,Diesel,"54,817 KM",Maroon,Yes,2013,"7,25,000"
Toyota, Etios VX ,Mumbai,Petrol,"16,000 KM",White,Yes,2013,"4,25,000"
Volkswagen, Polo GT TSI ,Mumbai,Petrol,"23,000 KM",Red,Yes,2015,"7,25,000"
Volkswagen, Vento 1.2L TSI ,Mumbai,Petrol,"7,965 KM",Brown,Yes,2016,"8,39,000"
Honda, City VX 1.5L i-VTEC CVT ,Mumbai,Petrol,"12,900 KM",Bronze,Yes,2016,"10,60,000"
Audi, A6 2.0 TDI Premium ,Mumbai,Diesel,"35,000 KM",White,Yes,2012,"18,90,000"
Renault, Duster RxE Diesel 85PS ,Mumbai,Diesel,"45,000 KM",White,Yes,2013,"5,95,000"
Audi, A6 2.0 TDI Premium+ ,Mumbai,Diesel,"36,000 KM",White,Yes,2014,"23,90,000"
Maruti Suzuki, New Swift DZire Automatic ,Mumbai,Petrol,"40,000 KM",Grey,Yes,2014,"5,20,000"
Honda, Mobilio V i VTEC ,Mumbai,Petrol,"24,000 KM",White,Yes,2015,"5,95,000"
BMW, 3 Series 330d Convertible ,Mumbai,Diesel,"19,975 KM",White,Yes,2013,"38,00,000"
Maruti Suzuki, Ertiga ZDI SHVS ,Mumbai,Diesel,"26,320 KM",White,Yes,2015,"8,75,000"
Maruti Suzuki, Ertiga ZDI BS IV(WITH ALLOY) ,Thane,Diesel,"37,288 KM",Grey,Yes,2013,"7,25,000"
Ford, EcoSport 1.5 Ti-VCT Titanium (AT) Petrol ,Mumbai,Petrol,"15,000 KM",White,Yes,2016,"8,20,000"
Ford, EcoSport 1.5 TDCi Titanium (MT) Diesel ,Mumbai,Diesel,"40,000 KM",White,Yes,2014,"7,25,000"
Maruti Suzuki, Omni 8 STR BS III ,Mumbai,Petrol+Cng,"78,360 KM",Silver,No,2008,"1,25,000"
Chevrolet, Spark LS 1.0 ,Mumbai,Petrol,"72,890 KM",Green,Yes,2007,"1,10,000"
Ford, Figo Duratec Petrol Titanium 1.2 ,Mumbai,Petrol,"42,120 KM",White,Yes,2013,"2,90,000"
Maruti Suzuki, Wagon R 1.0 VXI+ AMT ,Mumbai,Petrol,"25,310 KM",Brown,Yes,2016,"4,45,000"
Maruti Suzuki, SX4 VXI BS IV ,Mumbai,Petrol,"64,494 KM",Silver,Yes,2011,"2,65,000"
Skoda, Rapid Elegance 1.6 TDI CR MT ,Thane,Diesel,"48,000 KM",Beize,Yes,2014,"5,99,000"
Toyota, Innova Crysta 2.8 ZX AT 7 Str ,Mumbai,Diesel,"35,000 KM",G. Metal,Yes,2016,"20,50,000"
Audi, A6 2.7 TDI ,Mumbai,Diesel,"71,000 KM",Gold,Yes,2011,"12,50,000"
Maruti Suzuki, Swift Dzire VXi ,Mumbai,Petrol,"38,000 KM",Gold,Yes,2009,"2,50,000"
Maruti Suzuki, SX4 ZXi ,Mumbai,Petrol,"31,000 KM",Blue,Yes,2010,"2,75,000"
Ford, Endeavour Titanium 3.2 4x4 AT ,Mumbai,Diesel,"33,533 KM",Bronze,Yes,2017,"33,00,000"
Audi, A3 35 TDI Premium + Sunroof ,Mumbai,Diesel,"42,117 KM",White,Yes,2014,"16,50,000"
Toyota, Innova 2.5 G (Diesel) 8 STR Euro4 ,Mumbai,Diesel,"44,000 KM",Silver,Yes,2013,"10,35,000"
Toyota, Innova 2.5 G (Diesel) 7 STR Euro4 ,Thane,Diesel,"1,06,092 KM",White,Yes,2013,"10,75,000"
Toyota, Innova 2.5 V 7 STR ,Thane,Diesel,"58,000 KM",Silver,Yes,2011,"8,50,000"
Tata, Tiago Revotron XZ ,Mumbai,Petrol,"6,239 KM",Orange,Yes,2016,"4,50,000"
Tata, Manza Aura (ABS) Quadrajet BS IV ,Mumbai,Diesel,"40,000 KM",Purple,Yes,2011,"2,95,000"
Honda, Amaze S MT Diesel ,Mumbai,Diesel,"59,000 KM",White,Yes,2013,"4,75,000"
Hyundai, Grand i10 Magna 1.2 VTVT Kappa Petrol ,Thane,Petrol,"24,196 KM",Grey,Yes,2016,"4,15,000"
Honda, City 1.5 V AT ,Mumbai,Petrol,"45,000 KM",Bronze,Yes,2013,"5,50,000"
Toyota, Innova 2.5 VX 8 STR BS IV ,Thane,Diesel,"1,54,091 KM",Gold,Yes,2010,"6,95,000"
Mahindra, Quanto C6 ,Mumbai,Diesel,"46,000 KM",Silver,Yes,2012,"3,70,000"
Mahindra, XUV500 W8 FWD ,Mumbai,Diesel,"87,444 KM",Purple,Yes,2012,"7,75,000"
Maruti Suzuki, Ertiga ZDI Plus SHVS ,Thane,Diesel,"25,210 KM",White,Yes,2017,"10,35,000"
Mahindra, Scorpio VLX Airbag BS IV ,Mumbai,Diesel,"64,580 KM",White,Yes,2010,"5,45,000"
Honda, City 1.5 S MT ,Mumbai,Petrol,"72,340 KM",Grey,Yes,2009,"3,25,000"
Honda, Amaze S MT Petrol ,Mumbai,Petrol,"21,700 KM",Brown,Yes,2015,"4,50,000"
Hyundai, Santro Xing XL eRLX Euro III ,Mumbai,Petrol,"67,000 KM",Black,Yes,2007,"1,50,000"
Skoda, Superb 1.8 TSI AT Elegance ,Mumbai,Petrol,"56,000 KM",White,Yes,2013,"7,00,000"
Hyundai, Xcent 1.2L Kappa Dual VTVT 4-Speed Automatic S (O) ,Mumbai,Petrol,"48,000 KM",Silver,Yes,2014,"5,25,000"
Hyundai, Elite i20 1.2 Kappa VTVT Asta Petrol ,Mumbai,Petrol,"43,000 KM",Red,Yes,2015,"6,75,000"
Volkswagen, Polo Highline1.2L (P) ,Mumbai,Petrol,"22,000 KM",Silver,Yes,2015,"4,99,000"
Mercedes Benz, C Class 200 K MT ,Thane,Petrol,"1,20,622 KM",White,Yes,2006,"2,99,000"
Toyota, Corolla Altis 1.8V L ,Mumbai,Petrol,"25,950 KM",Grey,Yes,2015,"14,25,000"
Maruti Suzuki, Swift Dzire VXi ,Mumbai,Petrol,"59,023 KM",Grey,Yes,2013,"4,50,000"
Hyundai, i10 Sportz 1.2 AT ,Mumbai,Petrol,"28,450 KM",Red,Yes,2013,"3,90,000"
Hyundai, Verna Fluidic CRDi 1.6 EX AT ,Mumbai,Diesel,"54,117 KM",White,Yes,2013,"6,40,000"
Toyota, Corolla Altis 1.8V L ,Thane,Petrol,"46,741 KM",Silver,Yes,2010,"4,50,000"
Maruti Suzuki, Wagon R 1.0 MC LXI CNG ,Mumbai,Petrol+Cng,"76,226 KM",Silver,Yes,2013,"3,35,000"
Hyundai, Fluidic Verna Fluidic 1.6 VTVT SX ,Mumbai,Petrol,"49,023 KM",purple fludic,Yes,2012,"5,00,000"
Maruti Suzuki, Swift Dzire VXi ,Mumbai,Petrol,"28,400 KM",Silver,Yes,2013,"4,39,000"
Honda, City ZX EXi ,Mumbai,Petrol,"56,000 KM",Beize,Yes,2006,"1,70,000"
Toyota, Etios G ,Mumbai,Petrol,"27,000 KM",Blue,Yes,2012,"3,15,000"
Volkswagen, Vento Highline Diesel ,Mumbai,Diesel,"53,193 KM",Silver,Yes,2011,"3,95,000"
Maruti Suzuki, Swift Old VXi 1.3 ,Mumbai,Petrol,"60,480 KM",Red,Yes,2006,"1,60,000"
Maruti Suzuki, Ciaz Alpha 1.4 AT ,Mumbai,Petrol,"13,000 KM",White,Yes,2017,"9,25,000"
Volkswagen, Polo Highline1.5L (D) ,Mumbai,Diesel,"37,000 KM",Grey,Yes,2015,"5,85,000"
Jaguar, XJ L 3.0 Diesel ,Mumbai,Diesel,"46,500 KM",White,Yes,2011,"46,00,000"
Honda, CR V 2.0 2WD AT ,Mumbai,Petrol,"47,000 KM",Silver,Yes,2013,"12,75,000"
Hyundai, i20 Magna 1.4 CRDI ,Mumbai,Diesel,"64,000 KM",Gold,Yes,2011,"3,60,000"
Audi, Q5 3.0 TDI quattro Premium+ ,Mumbai,Diesel,"23,000 KM",Black,Yes,2017,"36,95,000"
Volkswagen, Jetta Comfortline 2.0L TDI ,Thane,Diesel,"58,000 KM",Silver,Yes,2010,"2,99,000"
Nissan, Terrano XL Diesel ,Mumbai,Diesel,"39,726 KM",Grey,Yes,2016,"7,65,000"
Hyundai, i10 Asta 1.2 AT Kappa2 ,Mumbai,Petrol,"56,037 KM",Silver,Yes,2011,"3,51,000"
Honda, Mobilio S i-VTEC ,Mumbai,Petrol,"29,500 KM",Brown,Yes,2014,"5,65,000"
Hyundai, i20 Magna 1.2 ,Mumbai,Petrol,"57,157 KM",White,Yes,2011,"2,95,000"
Audi, A6 35 TDI Matrix ,Mumbai,Diesel,"30,000 KM",Garnet Red,Yes,2016,"35,75,000"
Hyundai, Verna Fluidic 1.6 CRDI SX ,Navi Mumbai,Diesel,"72,400 KM",White,Yes,2012,"4,25,000"
Audi, Q5 2.0 TDI Quattro Premium+ ,Mumbai,Diesel,"78,000 KM",M Brown,Yes,2014,"22,75,000"
Audi, Q5 2.0 TDI Quattro Premium+ ,Mumbai,Diesel,"57,000 KM",M Grey,Yes,2012,"19,75,000"
Volkswagen, Polo GT TSI ,Thane,Petrol,"48,435 KM",White,Yes,2015,"6,50,000"
Skoda, Laura L&K; 2.0 TDI AT ,Mumbai,Diesel,"65,000 KM",Rosso Brunello,Yes,2013,"7,65,000"
Ford, EcoSport 1.0 Eco Boost Titanium (O) (MT) Petrol ,Thane,Petrol,"4,570 KM",Silver,Yes,2017,"8,75,000"
Hyundai, i10 Magna 1.2 Kappa Special Edition ,Mumbai,Petrol,"15,000 KM",C White,Yes,2012,"2,95,000"
Volkswagen, Ameo Highline1.5L (D) ,Thane,Diesel,"28,076 KM",Brown,Yes,2017,"7,75,000"
BMW, 3 Series 320d Highline Sedan ,Mumbai,Diesel,"58,000 KM",T Silver,Yes,2008,"7,65,000"
Toyota, Innova 2.5 V 7 STR ,Mumbai,Diesel,"1,72,000 KM",Grey,Yes,2012,"8,10,000"
Hyundai, Creta SX+ 1.6 Petrol Dual VTVT ,Thane,Petrol,"23,348 KM",Silver,Yes,2016,"11,50,000"
Volkswagen, Touareg 3.0 V6 TDI ,Mumbai,Diesel,"54,000 KM",C Silver,Yes,2013,"25,75,000"
BMW, 5 Series 525i Sedan ,Mumbai,Petrol,"72,000 KM",M Blue,Yes,2010,"8,95,000"
Honda, Brio S MT ,Navi Mumbai,Petrol,"48,208 KM",Blue,Yes,2012,"3,25,000"
Hyundai, Elite i20 1.4L U2 CRDi 6-Speed Manual Asta (O) ,Mumbai,Diesel,"41,000 KM",White,Yes,2014,"6,50,000"
Mahindra, Thar CRDe 4x4 BS IV ,Mumbai,Diesel,"4,000 KM",Black,Yes,2017,"8,75,000"
Ford, EcoSport 1.5 TDCi Ambiente (MT) Diesel ,Mumbai,Diesel,"64,000 KM",White,Yes,2014,"6,25,000"
Hyundai, i10 Era ,Mumbai,Petrol,"41,000 KM",Silver,Yes,2008,"1,65,000"
Honda, Jazz S 1.2L i-VTEC CVT ,Thane,Petrol,"13,848 KM",Grey,Yes,2016,"7,25,000"
Honda, City VX 1.5L i-VTEC CVT ,Thane,Petrol,"13,950 KM",White,Yes,2016,"10,90,000"
Hyundai, Elite i20 1.2 Kappa VTVT Magna Petrol ,Thane,Petrol,"11,722 KM",Red,Yes,2015,"5,95,000"
Honda, City VX(O) 1.5L i-VTEC Sunroof ,Thane,Petrol,"55,628 KM",Brown,Yes,2015,"8,40,000"
Maruti Suzuki, Swift Dzire VXi ,Thane,Petrol,"57,857 KM",Silver,Yes,2014,"5,10,000"
Toyota, Innova 2.5 VX 8 STR ,Thane,Diesel,"47,386 KM",Silver,Yes,2014,"13,25,000"
Maruti Suzuki, Alto LXI ,Thane,Petrol,"37,462 KM",Silver,Yes,2009,"1,65,000"
Maruti Suzuki, Wagon R 1.0 Vxi AMT ,Thane,Petrol,"31,983 KM",Silver,Yes,2016,"4,75,000"
Volkswagen, Passat Highline DSG ,Mumbai,Diesel,"49,850 KM",Brown,Yes,2012,"8,75,111"
Hyundai, Verna Fluidic 1.6 CRDI SX Opt ,Mumbai,Diesel,"5,000 KM",White,Yes,2017,"12,65,000"
Honda, Amaze VX AT Petrol ,Thane,Petrol,"23,846 KM",Red,Yes,2013,"5,40,000"
Maruti Suzuki, Ertiga VXI CNG ,Thane,Petrol+Cng,"59,000 KM",White,Yes,2015,"6,85,000"
Mercedes Benz, C Class 220 CDI Avantgarde ,Mumbai,Diesel,"8,000 KM",Blue,Yes,2016,"34,99,000"
Land Rover, Discovery Sport SE ,Mumbai,Diesel,"23,000 KM",White,Yes,2016,"36,75,000"
Volkswagen, Polo GT TSI ,Mumbai,Petrol,"48,000 KM",White,Yes,2015,"6,65,000"
Ford, Endeavour Titanium 3.2 4x4 AT ,Mumbai,Diesel,"14,000 KM",White,Yes,2016,"30,50,000"
Maruti Suzuki, Ertiga VDI BS IV ,Thane,Diesel,"59,000 KM",White,Yes,2014,"7,25,000"
Volkswagen, Polo Highline1.2L (D) ,Thane,Diesel,"57,000 KM",Red,Yes,2010,"3,85,000"
Maruti Suzuki, Wagon R 1.0 MC LXI ,Thane,Petrol,"48,000 KM",Blue,Yes,2011,"2,75,000"
Volkswagen, Polo Highline1.2L (D) ,Navi Mumbai,Diesel,"58,678 KM",Black,Yes,2013,"4,75,000"
Hyundai, i10 Sportz 1.2 ,Thane,Petrol,"60,123 KM",White,Yes,2013,"3,00,000"
Volkswagen, Vento Highline Petrol AT ,Mumbai,Petrol,"51,000 KM",Blue,Yes,2013,"4,90,000"
Honda, Civic 1.8V MT ,Mumbai,Petrol,"67,000 KM",Silver,Yes,2010,"3,21,111"
Honda, City SV 1.5L i-VTEC ,Mumbai,Petrol,"5,800 KM",White,Yes,2016,"8,50,000"
Hyundai, Verna Fluidic 1.6 CRDI SX Opt AT ,Mumbai,Diesel,"75,000 KM",White,Yes,2012,"5,35,000"
Mahindra, Xylo E4 BS III ,Mumbai,Diesel,"90,000 KM",Green,Yes,2009,"3,65,000"
Honda, City 1.5 V MT ,Mumbai,Petrol,"78,000 KM",Silver,Yes,2013,"5,00,000"
Maruti Suzuki, Ertiga VDI SHVS ,Mumbai,Diesel,"37,000 KM",Grey,Yes,2016,"8,75,000"
Volkswagen, Polo Highline1.5L (D) ,Mumbai,Diesel,"43,000 KM",Orange,Yes,2015,"6,00,000"
Maruti Suzuki, Swift LXi 1.2 BS IV ,Mumbai,Petrol,"55,000 KM",Grey,Yes,2010,"3,00,000"
Toyota, Fortuner 3.0 4X2 AT ,Mumbai,Diesel,"79,000 KM",White,Yes,2012,"15,75,111"
Maruti Suzuki, Celerio ZDi Opt ,Mumbai,Diesel,"27,000 KM",White,Yes,2016,"4,75,000"
Honda, City VX 1.5L i-VTEC CVT ,Mumbai,Petrol,"21,000 KM",Silver,Yes,2015,"6,75,101"
Maruti Suzuki, Wagon R 1.0 MC LXI CNG ,Mumbai,Petrol+Cng,"55,000 KM",Black,Yes,2012,"2,50,000"
Toyota, Etios G ,Mumbai,Diesel,"66,000 KM",Blue,Yes,2011,"4,15,000"
Maruti Suzuki, Ciaz ZDi ,Mumbai,Diesel,"49,000 KM",Bronze,Yes,2015,"7,50,000"
BMW, 3 Series 320d Sedan ,Mumbai,Diesel,"46,000 KM",White,Yes,2012,"11,75,111"
Mahindra, XUV500 W6 4 X 2 ,Mumbai,Diesel,"55,000 KM",White,Yes,2015,"8,65,000"
Audi, Q3 35 TDI Premium Plus ,Navi Mumbai,Diesel,"38,657 KM",Blue,Yes,2015,"22,50,000"
Skoda, Octavia Elegance 2.0 TDI CR AT (Diesel) ,Mumbai,Diesel,"52,000 KM",Silver,Yes,2013,"13,00,000"
Volkswagen, Passat Highline DSG ,Mumbai,Diesel,"55,000 KM",Brown,Yes,2013,"11,95,000"
Hyundai, Grand i10 4 Speed Automatic Asta ,Thane,Petrol,"22,105 KM",Red,Yes,2015,"5,75,000"
Hyundai, i10 Sportz 1.2 ,Mumbai,Petrol,"56,939 KM",White,Yes,2011,"2,25,000"
Toyota, Innova 2.5 VX 8 STR BS IV ,Mumbai,Diesel,"81,996 KM",Silver,Yes,2011,"7,75,000"
Tata, Manza Aura (ABS) Safire BS IV ,Mumbai,Petrol,"24,000 KM",Gold,Yes,2010,"1,85,101"
Chevrolet, Beat LT Diesel ,Mumbai,Diesel,"70,000 KM",Silver,Yes,2012,"1,99,101"
Tata, Indigo CS LS DiCOR ,Mumbai,Diesel,"54,000 KM",Gold,Yes,2008,"1,45,101"
Toyota, Fortuner 2.8 4x4 AT ,Mumbai,Diesel,"40,000 KM",White,Yes,2017,"33,50,000"
Tata, Safari 4x2 GX DICOR BS IV ,Mumbai,Diesel,"73,000 KM",Black,Yes,2012,"3,49,101"
Mahindra, Xylo E8 BS IV ,Thane,Diesel,"79,000 KM",Black,Yes,2010,"3,75,000"
Hyundai, Grand i10 Magna U2 1.2 CRDi ,Mumbai,Diesel,"63,000 KM",Grey,Yes,2014,"3,95,101"
Maruti Suzuki, Swift Old LXi 1.3 ,Mumbai,Petrol,"54,000 KM",Silver,Yes,2007,"1,74,000"
Toyota, Fortuner 3.0 4X2 AT ,Mumbai,Diesel,"1,32,000 KM",White,Yes,2012,"14,25,000"
Mercedes Benz, C Class 200 K MT ,Mumbai,Petrol,"67,000 KM",Black,Yes,2008,"7,75,000"
Mercedes Benz, C Class 220 CDI Avantgarde ,Mumbai,Diesel,"17,000 KM",Silver,Yes,2016,"33,90,000"
Maruti Suzuki, SX4 ZXi ,Mumbai,Petrol,"50,000 KM",Black,Yes,2012,"4,99,999"
Maruti Suzuki, Swift VDi ,Mumbai,Diesel,"51,000 KM",Red,Yes,2011,"3,85,000"
Maruti Suzuki, Ertiga VXI CNG ,Mumbai,Petrol+Cng,"56,000 KM",Silver,Yes,2017,"7,85,000"
Jaguar, F Pace Prestige ,Mumbai,Diesel,"4,000 KM",Blue,Yes,2018,"63,99,999"
Maruti Suzuki, Ciaz ZXi+ ,Thane,Petrol,"31,000 KM",Maroon,Yes,2015,"6,50,000"
Honda, City 2014 SV 1.5L i-VTEC ,Thane,Petrol,"44,000 KM",White,Yes,2015,"8,75,000"
Audi, A4 2.0 TDI (143bhp) ,Mumbai,Diesel,"96,695 KM",Blue,Yes,2013,"13,00,000"
Mercedes Benz, C Class C 200 BlueEFFICIENCY ,Mumbai,Petrol,"29,898 KM",White,Yes,2011,"8,65,000"
Mercedes Benz, B Class B 200 CDI ,Thane,Diesel,"2,727 KM",White,Yes,2016,"31,00,000"
Honda, Brio S MT ,Mumbai,Petrol,"45,000 KM",Blue,Yes,2013,"3,50,000"
Hyundai, Neo Fluidic Elantra 1.6 SX MT CRDi ,Mumbai,Diesel,"60,900 KM",Bronze,Yes,2014,"7,75,000"
Hyundai, Elite i20 1.2 Kappa VTVT Asta Petrol ,Mumbai,Petrol,"23,000 KM",Red,Yes,2017,"6,90,111"
